Representative miRNA,Target gene,Representative transcript,Gene name,3P-seq tags + 5,Total sites,8mer sites,7mer-m8 sites,7mer-A1 sites,6mer sites,Cumulative weighted context++ score,Total context++ score,Aggregate PCT,"Previous TargetScan publication(s)
"
hsa-miR-320a,CFL2,ENST00000341223.3,cofilin 2 (muscle),902,1,0,0,1,1,-0.01,-0.1,N/A,0
hsa-miR-320a,PMPCB,ENST00000249269.4,peptidase (mitochondrial processing) beta,653,1,0,1,0,2,-0.01,-0.06,N/A,2007
hsa-miR-320a,MRPS25,ENST00000253686.2,mitochondrial ribosomal protein S25,630,2,0,2,0,1,-0.01,-0.09,N/A,"2007, 2009, 2011
"
hsa-miR-320a,SSBP2,ENST00000320672.4,single-stranded DNA binding protein 2,1996,2,0,1,1,1,-0.01,-0.14,N/A,0
hsa-miR-320a,SMURF2,ENST00000262435.9,SMAD specific E3 ubiquitin protein ligase 2,978,2,0,0,2,3,-0.01,-0.05,N/A,0
hsa-miR-320a,XPR1,ENST00000367590.4,xenotropic and polytropic retrovirus receptor 1,544,2,1,1,0,1,-0.01,-0.08,N/A,0
hsa-miR-320a,TRIM13,ENST00000378182.3,tripartite motif containing 13,139,1,0,1,0,2,-0.01,-0.09,N/A,0
hsa-miR-320a,SESN3,ENST00000536441.1,sestrin 3,260,4,0,1,3,3,-0.01,-0.08,N/A,0
hsa-miR-320a,TMEM136,ENST00000529187.1,transmembrane protein 136,344,1,0,1,0,0,-0.01,-0.17,N/A,0
hsa-miR-320a,USP15,ENST00000353364.3,ubiquitin specific peptidase 15,286,1,0,1,0,2,0,-0.05,N/A,0
hsa-miR-320a,RGP1,ENST00000378078.4,RGP1 retrograde golgi transport homolog (S. cerevisiae),203,1,0,0,1,1,0,-0.01,N/A,0
hsa-miR-320a,DBNL,ENST00000494774.1,drebrin-like,1802,5,1,3,1,1,0,-0.2,N/A,0
hsa-miR-320a,SRCAP,ENST00000262518.4,Snf2-related CREBBP activator protein,643,2,0,2,0,0,0,-0.04,N/A,0
hsa-miR-320a,TM7SF2,ENST00000540748.1,transmembrane 7 superfamily member 2,667,1,1,0,0,0,0,-0.39,N/A,0
hsa-miR-320a,GGCX,ENST00000233838.4,gamma-glutamyl carboxylase,254,2,0,2,0,0,0,-0.04,N/A,2011
hsa-miR-320a,ISL2,ENST00000290759.4,ISL LIM homeobox 2,381,1,1,0,0,1,0,-0.03,N/A,0
hsa-miR-320a,AQR,ENST00000156471.5,aquarius intron-binding spliceosomal factor,314,2,1,0,1,4,0,-0.04,N/A,0
hsa-miR-320a,KCNK1,ENST00000366621.3,"potassium channel, subfamily K, member 1",410,2,1,1,0,0,0,-0.06,N/A,0
hsa-miR-320a,CRNKL1,ENST00000377327.4,crooked neck pre-mRNA splicing factor 1,519,1,1,0,0,0,0,-0.16,N/A,0
hsa-miR-320a,DLK1,ENST00000341267.4,delta-like 1 homolog (Drosophila),1865,2,0,1,1,2,0,-0.12,N/A,0
hsa-miR-320a,RSU1,ENST00000377921.3,Ras suppressor protein 1,10596,1,0,1,0,1,0,-0.03,N/A,"2009, 2011
"
hsa-miR-320a,AGPAT3,ENST00000291572.8,1-acylglycerol-3-phosphate O-acyltransferase 3,2443,1,0,0,1,0,0,-0.09,N/A,2011
hsa-miR-320a,ENAH,ENST00000366844.3,enabled homolog (Drosophila),415,4,0,4,0,7,0,-0.1,N/A,"2007, 2009, 2011
"
hsa-miR-320a,SF3B3,ENST00000302516.5,"splicing factor 3b, subunit 3, 130kDa",2541,3,1,2,0,0,0,-0.07,N/A,2011
hsa-miR-320a,TMEM200C,ENST00000581347.2,transmembrane protein 200C,54,1,0,1,0,1,0,-0.02,N/A,0
hsa-miR-320a,SHB,ENST00000377707.3,Src homology 2 domain containing adaptor protein B,1436,1,0,1,0,0,0,-0.05,N/A,"2009, 2011
"
hsa-miR-320a,GID4,ENST00000268719.4,GID complex subunit 4,79,1,0,0,1,0,0,-0.03,N/A,"2009, 2011
"
hsa-miR-320a,C15orf61,ENST00000342683.4,chromosome 15 open reading frame 61,4011,2,0,2,0,2,0,-0.32,N/A,0
hsa-miR-320a,RUNDC1,ENST00000361677.1,RUN domain containing 1,927,2,0,2,0,0,0,-0.04,N/A,0
hsa-miR-320a,ITPA,ENST00000380113.3,inosine triphosphatase (nucleoside triphosphate pyrophosphatase),187,2,0,1,1,0,0,-0.07,N/A,0
hsa-miR-320a,ALG9,ENST00000531154.1,"ALG9, alpha-1,2-mannosyltransferase",586,1,1,0,0,1,0,-0.05,N/A,"2007, 2009, 2011
"
hsa-miR-320a,KIAA0141,ENST00000194118.4,KIAA0141,1078,1,0,1,0,0,0,-0.02,N/A,0
hsa-miR-320a,MGAT2,ENST00000305386.2,"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase",1470,1,1,0,0,0,0,-0.13,N/A,0
hsa-miR-320a,CASP9,ENST00000546424.1,"caspase 9, apoptosis-related cysteine peptidase",390,1,0,1,0,1,0,-0.1,N/A,0
hsa-miR-320a,HIF1A,ENST00000323441.6,"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)",1955,3,0,1,2,5,0,-0.09,N/A,0
hsa-miR-320a,BCAS3,ENST00000589222.1,breast carcinoma amplified sequence 3,339,2,1,1,0,0,0,-0.05,N/A,0
hsa-miR-320a,MAGIX,ENST00000376338.3,"MAGI family member, X-linked",118,1,0,1,0,0,0,-0.02,N/A,0
hsa-miR-320a,NCKAP1,ENST00000361354.4,NCK-associated protein 1,700,2,0,2,0,2,0,-0.04,N/A,0
hsa-miR-320a,SHMT1,ENST00000316694.3,serine hydroxymethyltransferase 1 (soluble),3432,1,0,0,1,1,0,-0.18,N/A,"2009, 2011
"
hsa-miR-320a,FAM204A,ENST00000369183.4,"family with sequence similarity 204, member A",296,1,0,0,1,0,0,-0.01,N/A,0
hsa-miR-320a,TAX1BP1,ENST00000396319.2,Tax1 (human T-cell leukemia virus type I) binding protein 1,1251,1,0,1,0,1,0,-0.07,N/A,0
hsa-miR-320a,RETSAT,ENST00000295802.4,"retinol saturase (all-trans-retinol 13,14-reductase)",2045,1,0,0,1,1,0,-0.1,N/A,2011
hsa-miR-320a,RBM23,ENST00000555209.1,RNA binding motif protein 23,1540,2,1,1,0,3,0,-0.07,N/A,0
hsa-miR-320a,GATA6,ENST00000269216.3,GATA binding protein 6,691,1,0,1,0,2,0,-0.02,N/A,0
hsa-miR-320a,GABRB1,ENST00000295454.3,"gamma-aminobutyric acid (GABA) A receptor, beta 1",5,7,1,4,2,4,0,-0.19,N/A,0
hsa-miR-320a,GBX2,ENST00000551105.1,gastrulation brain homeobox 2,53,1,0,1,0,2,0,-0.03,N/A,0
hsa-miR-320a,NUP37,ENST00000552283.1,nucleoporin 37kDa,458,1,0,1,0,0,0,-0.03,N/A,0
hsa-miR-320a,NUP88,ENST00000573584.1,nucleoporin 88kDa,2415,1,0,1,0,1,0,-0.09,N/A,0
hsa-miR-320a,RFFL,ENST00000315249.7,ring finger and FYVE-like domain containing E3 ubiquitin protein ligase,670,1,0,1,0,2,0,-0.02,N/A,0
hsa-miR-320a,CACNG2,ENST00000300105.6,"calcium channel, voltage-dependent, gamma subunit 2",5,2,1,1,0,0,0,-0.16,N/A,2011
hsa-miR-320a,HSPB3,ENST00000302005.1,heat shock 27kDa protein 3,5,1,0,0,1,1,0,-0.14,N/A,0
hsa-miR-320a,MRPL22,ENST00000523037.1,mitochondrial ribosomal protein L22,5309,1,1,0,0,2,0,-0.26,N/A,2009
hsa-miR-320a,RAD51L3-RFFL,ENST00000593039.1,Uncharacterized protein,670,1,0,1,0,2,0,-0.02,N/A,0
hsa-miR-320a,P2RX7,ENST00000328963.5,"purinergic receptor P2X, ligand-gated ion channel, 7",5,2,0,2,0,0,0,-0.08,N/A,0
hsa-miR-320a,DHX30,ENST00000446256.2,DEAH (Asp-Glu-Ala-His) box helicase 30,252,1,1,0,0,0,0,-0.04,N/A,0
hsa-miR-320a,IL1RAPL1,ENST00000378993.1,interleukin 1 receptor accessory protein-like 1,5,4,0,1,3,1,0,-0.05,N/A,0
hsa-miR-320a,GRIN2A,ENST00000562109.1,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",5,2,1,1,0,3,0,-0.05,N/A,0
hsa-miR-320a,COLEC10,ENST00000332843.2,collectin sub-family member 10 (C-type lectin),5,1,0,1,0,2,0,-0.07,N/A,0
hsa-miR-320a,PRPF4,ENST00000374199.4,pre-mRNA processing factor 4,2735,1,1,0,0,1,0,-0.03,N/A,0
hsa-miR-320a,DCC,ENST00000442544.2,deleted in colorectal carcinoma,5,1,1,0,0,1,0,-0.03,N/A,2011
hsa-miR-320a,FZD8,ENST00000374694.1,frizzled family receptor 8,791,3,0,2,1,2,0,-0.05,N/A,0
hsa-miR-320a,PBX1,ENST00000367897.1,pre-B-cell leukemia homeobox 1,18,1,1,0,0,2,0,-0.17,N/A,2011
hsa-miR-320a,MCTS1,ENST00000371317.5,malignant T cell amplified sequence 1,6611,1,0,1,0,0,0,-0.02,N/A,2011
hsa-miR-320a,MPV17L,ENST00000396385.3,MPV17 mitochondrial membrane protein-like,23,2,0,1,1,0,0,-0.09,N/A,0
hsa-miR-320a,LRRC40,ENST00000370952.3,leucine rich repeat containing 40,88,3,0,2,1,6,0,-0.05,N/A,0
hsa-miR-320a,MMP19,ENST00000409200.3,matrix metallopeptidase 19,135,1,0,1,0,0,0,-0.02,N/A,2011
hsa-miR-320a,SMTNL2,ENST00000338859.4,smoothelin-like 2,23,2,0,2,0,2,0,-0.04,N/A,0
hsa-miR-320a,LRRC34,ENST00000446859.1,leucine rich repeat containing 34,48,2,1,1,0,0,0,-0.17,N/A,0
hsa-miR-320a,RPS24,ENST00000435275.1,ribosomal protein S24,39029,1,0,1,0,3,0,-0.03,N/A,0
hsa-miR-324-5p,MGAT3,ENST00000341184.6,"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase",9,5,1,4,0,0,-1.03,-1.03,N/A,"2009, 2011
"
hsa-miR-324-5p,PCYT1B,ENST00000379145.1,"phosphate cytidylyltransferase 1, choline, beta",5,2,1,0,1,1,-0.67,-0.67,N/A,"2009, 2011
"
hsa-miR-324-5p,C3orf18,ENST00000426034.1,chromosome 3 open reading frame 18,29,3,1,0,2,1,-0.65,-0.65,N/A,0
hsa-miR-324-5p,CUEDC2,ENST00000369937.4,CUE domain containing 2,2239,1,1,0,0,0,-0.62,-0.62,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,PSME3,ENST00000541124.1,"proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)",3605,2,1,1,0,1,-0.58,-1.02,N/A,"2009, 2011
"
hsa-miR-324-5p,VDAC1,ENST00000395044.3,voltage-dependent anion channel 1,106,1,1,0,0,0,-0.58,-0.58,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,KIAA0513,ENST00000566428.1,KIAA0513,5,5,2,2,1,3,-0.56,-0.56,N/A,0
hsa-miR-324-5p,AMHR2,ENST00000550311.1,"anti-Mullerian hormone receptor, type II",179,1,1,0,0,0,-0.55,-0.55,N/A,0
hsa-miR-324-5p,PPTC7,ENST00000354300.3,PTC7 protein phosphatase homolog (S. cerevisiae),817,2,1,0,1,0,-0.55,-0.55,N/A,0
hsa-miR-324-5p,RCAN1,ENST00000482533.1,regulator of calcineurin 1,715,2,1,0,1,0,-0.53,-0.58,N/A,2011
hsa-miR-324-5p,BRD2,ENST00000374825.4,bromodomain containing 2,695,1,1,0,0,0,-0.51,-0.51,N/A,2011
hsa-miR-324-5p,FAM19A2,ENST00000416284.3,"family with sequence similarity 19 (chemokine (C-C motif)-like), member A2",26,1,1,0,0,0,-0.51,-0.51,N/A,"2009, 2011
"
hsa-miR-324-5p,CAMKV,ENST00000296471.7,CaM kinase-like vesicle-associated,47,3,0,2,1,0,-0.51,-0.62,N/A,"2007, 2011
"
hsa-miR-324-5p,TMCC1,ENST00000432054.2,transmembrane and coiled-coil domain family 1,97,1,1,0,0,0,-0.51,-0.51,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,TMEM135,ENST00000340353.7,transmembrane protein 135,963,2,1,1,0,1,-0.47,-0.61,N/A,"2009, 2011
"
hsa-miR-324-5p,DBN1,ENST00000512501.1,drebrin 1,9937,1,1,0,0,0,-0.43,-0.43,N/A,0
hsa-miR-324-5p,SLCO3A1,ENST00000318445.6,"solute carrier organic anion transporter family, member 3A1",133,1,1,0,0,2,-0.42,-0.46,N/A,2011
hsa-miR-324-5p,GGT7,ENST00000336431.5,gamma-glutamyltransferase 7,16,2,0,2,0,0,-0.42,-0.42,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,USP6NL,ENST00000609104.1,USP6 N-terminal like,183,2,1,0,1,2,-0.41,-0.46,N/A,0
hsa-miR-324-5p,DAND5,ENST00000585548.1,"DAN domain family member 5, BMP antagonist",11,1,1,0,0,0,-0.41,-0.41,N/A,0
hsa-miR-324-5p,MOCS1,ENST00000373186.4,molybdenum cofactor synthesis 1,179,2,1,0,1,0,-0.41,-0.41,N/A,"2009, 2011
"
hsa-miR-324-5p,KCTD20,ENST00000373731.2,potassium channel tetramerization domain containing 20,88,3,0,3,0,1,-0.4,-0.66,N/A,2009
hsa-miR-324-5p,ELAVL1,ENST00000407627.2,ELAV like RNA binding protein 1,2812,1,1,0,0,1,-0.39,-0.53,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,ZFX,ENST00000539115.1,"zinc finger protein, X-linked",583,2,1,0,1,0,-0.39,-0.44,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,KLF7,ENST00000423015.1,Kruppel-like factor 7 (ubiquitous),737,1,1,0,0,2,-0.39,-0.4,N/A,0
hsa-miR-324-5p,RNF44,ENST00000274811.4,ring finger protein 44,1623,2,1,1,0,0,-0.39,-0.39,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,RNF214,ENST00000530849.1,ring finger protein 214,271,2,1,1,0,0,-0.38,-0.85,N/A,2007
hsa-miR-324-5p,SLITRK4,ENST00000381779.4,"SLIT and NTRK-like family, member 4",86,3,0,1,2,0,-0.38,-0.47,N/A,"2007, 2011
"
hsa-miR-324-5p,TMEM229B,ENST00000557006.1,transmembrane protein 229B,5,1,1,0,0,0,-0.38,-0.38,N/A,"2009, 2011
"
hsa-miR-324-5p,FAM175B,ENST00000298492.5,"family with sequence similarity 175, member B",525,1,1,0,0,1,-0.38,-0.46,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,ZBTB16,ENST00000335953.4,zinc finger and BTB domain containing 16,73,1,1,0,0,4,-0.37,-0.4,N/A,0
hsa-miR-324-5p,PBX1,ENST00000367897.1,pre-B-cell leukemia homeobox 1,18,2,0,2,0,1,-0.35,-0.41,N/A,"2007, 2011
"
hsa-miR-324-5p,AP1G1,ENST00000299980.4,"adaptor-related protein complex 1, gamma 1 subunit",436,1,1,0,0,0,-0.35,-0.37,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,SHPK,ENST00000225519.3,sedoheptulokinase,40,2,2,0,0,0,-0.35,-0.57,N/A,"2009, 2011
"
hsa-miR-324-5p,ARF3,ENST00000256682.4,ADP-ribosylation factor 3,1093,2,1,0,1,0,-0.34,-0.45,N/A,"2009, 2011
"
hsa-miR-324-5p,PCDH19,ENST00000420881.2,protocadherin 19,7,1,1,0,0,0,-0.34,-0.34,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,RAN,ENST00000543796.1,"RAN, member RAS oncogene family",1418,1,0,1,0,0,-0.34,-0.34,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,CCDC42B,ENST00000335621.6,coiled-coil domain containing 42B,5,1,1,0,0,0,-0.34,-0.34,N/A,0
hsa-miR-324-5p,PHC1,ENST00000433083.2,polyhomeotic homolog 1 (Drosophila),5,1,1,0,0,0,-0.33,-0.33,N/A,"2009, 2011
"
hsa-miR-324-5p,GPX3,ENST00000517973.1,glutathione peroxidase 3 (plasma),1142,2,0,1,1,0,-0.32,-0.32,N/A,2011
hsa-miR-324-5p,CTDNEP1,ENST00000574322.1,CTD nuclear envelope phosphatase 1,2165,1,0,1,0,0,-0.32,-0.32,N/A,0
hsa-miR-324-5p,Sep-03,ENST00000396425.3,septin 3,241,1,1,0,0,0,-0.32,-0.32,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,RBM18,ENST00000417201.3,RNA binding motif protein 18,963,1,0,1,0,0,-0.31,-0.35,N/A,0
hsa-miR-324-5p,RYBP,ENST00000477973.2,RING1 and YY1 binding protein,342,1,1,0,0,0,-0.3,-0.32,N/A,"2007, 2011
"
hsa-miR-324-5p,TAF1,ENST00000373790.4,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa",61,1,1,0,0,0,-0.29,-0.29,N/A,2011
hsa-miR-324-5p,NAPB,ENST00000377026.4,"N-ethylmaleimide-sensitive factor attachment protein, beta",82,1,0,1,0,0,-0.29,-0.29,N/A,0
hsa-miR-324-5p,DCX,ENST00000356915.2,doublecortin,5,1,1,0,0,2,-0.29,-0.29,N/A,"2009, 2011
"
hsa-miR-324-5p,GPR107,ENST00000372410.3,G protein-coupled receptor 107,1429,2,1,0,1,1,-0.28,-0.34,N/A,"2009, 2011
"
hsa-miR-324-5p,ZC3H4,ENST00000253048.5,zinc finger CCCH-type containing 4,182,1,0,0,1,1,-0.27,-0.28,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,LDLRAD4,ENST00000399848.3,low density lipoprotein receptor class A domain containing 4,314,3,0,1,2,1,-0.27,-0.39,N/A,"2009, 2011
"
hsa-miR-324-5p,GAN,ENST00000568107.2,gigaxonin,185,3,2,0,0,1,-0.26,-0.41,N/A,2011
hsa-miR-324-5p,KLF3,ENST00000261438.5,Kruppel-like factor 3 (basic),515,1,0,1,0,0,-0.26,-0.26,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,GJC1,ENST00000426548.1,"gap junction protein, gamma 1, 45kDa",195,1,0,1,0,0,-0.25,-0.25,N/A,"2009, 2011
"
hsa-miR-324-5p,MIP,ENST00000257979.4,major intrinsic protein of lens fiber,5,1,0,1,0,0,-0.25,-0.25,N/A,2011
hsa-miR-324-5p,YOD1,ENST00000315927.4,YOD1 deubiquitinase,55,1,0,1,0,0,-0.25,-0.3,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,UNC5C,ENST00000453304.1,unc-5 homolog C (C. elegans),60,2,1,1,0,0,-0.24,-0.26,N/A,"2007, 2011
"
hsa-miR-324-5p,KIAA1211L,ENST00000397899.2,KIAA1211-like,7,1,0,1,0,0,-0.24,-0.24,N/A,0
hsa-miR-324-5p,SP1,ENST00000426431.2,Sp1 transcription factor,402,2,1,1,0,0,-0.24,-0.25,N/A,"2009, 2011
"
hsa-miR-324-5p,CDS1,ENST00000295887.5,CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1,720,1,1,0,0,0,-0.24,-0.3,N/A,2011
hsa-miR-324-5p,LMX1A,ENST00000342310.3,"LIM homeobox transcription factor 1, alpha",5,1,0,1,0,0,-0.23,-0.23,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,ST6GAL2,ENST00000361686.4,"ST6 beta-galactosamide alpha-2,6-sialyltranferase 2",5,1,1,0,0,0,-0.23,-0.23,N/A,2011
hsa-miR-324-5p,SOX1,ENST00000330949.1,SRY (sex determining region Y)-box 1,5,1,1,0,0,0,-0.23,-0.23,N/A,"2009, 2011
"
hsa-miR-324-5p,NUP43,ENST00000367403.3,nucleoporin 43kDa,113,1,0,1,0,0,-0.23,-0.23,N/A,0
hsa-miR-324-5p,MEMO1,ENST00000295065.5,mediator of cell motility 1,89,1,0,1,0,0,-0.23,-0.23,N/A,0
hsa-miR-324-5p,APP,ENST00000346798.3,amyloid beta (A4) precursor protein,4570,1,0,1,0,0,-0.23,-0.23,N/A,2007
hsa-miR-324-5p,USP2,ENST00000455332.2,ubiquitin specific peptidase 2,19,2,0,1,1,0,-0.23,-0.23,N/A,0
hsa-miR-324-5p,NIPBL,ENST00000448238.2,Nipped-B homolog (Drosophila),250,1,1,0,0,0,-0.22,-0.23,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,SMARCD1,ENST00000394963.4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",952,1,0,1,0,0,-0.22,-0.22,N/A,"2009, 2011
"
hsa-miR-324-5p,DLG4,ENST00000399506.2,"discs, large homolog 4 (Drosophila)",75,1,1,0,0,0,-0.22,-0.22,N/A,2011
hsa-miR-324-5p,GON4L,ENST00000437809.1,gon-4-like (C. elegans),5,1,0,1,0,0,-0.22,-0.22,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,SLC6A4,ENST00000401766.2,"solute carrier family 6 (neurotransmitter transporter), member 4",73,1,0,1,0,0,-0.22,-0.22,N/A,2011
hsa-miR-324-5p,KLF13,ENST00000307145.3,Kruppel-like factor 13,5,2,0,1,1,2,-0.21,-0.21,N/A,"2007, 2011
"
hsa-miR-324-5p,ITGA9,ENST00000264741.5,"integrin, alpha 9",9,2,0,1,1,0,-0.21,-0.21,N/A,0
hsa-miR-324-5p,DGKH,ENST00000261491.5,"diacylglycerol kinase, eta",46,1,1,0,0,0,-0.21,-0.34,N/A,0
hsa-miR-324-5p,ABL2,ENST00000502732.1,"c-abl oncogene 2, non-receptor tyrosine kinase",892,4,2,0,2,0,-0.2,-0.21,N/A,"2009, 2011
"
hsa-miR-324-5p,APOLD1,ENST00000356591.4,apolipoprotein L domain containing 1,27,1,0,1,0,0,-0.2,-0.2,N/A,2011
hsa-miR-324-5p,RGP1,ENST00000378078.4,RGP1 retrograde golgi transport homolog (S. cerevisiae),203,2,0,1,1,0,-0.2,-0.35,N/A,0
hsa-miR-324-5p,TP53INP2,ENST00000374810.3,tumor protein p53 inducible nuclear protein 2,12,1,0,1,0,1,-0.2,-0.2,N/A,2011
hsa-miR-324-5p,KCNC3,ENST00000376959.2,"potassium voltage-gated channel, Shaw-related subfamily, member 3",5,1,0,1,0,1,-0.19,-0.19,N/A,0
hsa-miR-324-5p,RAP1A,ENST00000369709.3,"RAP1A, member of RAS oncogene family",382,1,0,0,1,0,-0.19,-0.19,N/A,"2007, 2011
"
hsa-miR-324-5p,ARHGAP36,ENST00000370922.1,Rho GTPase activating protein 36,5,1,0,1,0,0,-0.19,-0.19,N/A,0
hsa-miR-324-5p,METAP2,ENST00000323666.5,methionyl aminopeptidase 2,23,1,0,1,0,0,-0.18,-0.3,N/A,2011
hsa-miR-324-5p,RP11-644F5.10,ENST00000550412.1,Uncharacterized protein,265,1,0,1,0,1,-0.18,-0.2,N/A,0
hsa-miR-324-5p,INSIG2,ENST00000245787.4,insulin induced gene 2,562,1,0,0,1,0,-0.18,-0.18,N/A,0
hsa-miR-324-5p,SETD5,ENST00000402198.1,SET domain containing 5,48,2,0,2,0,0,-0.17,-0.31,N/A,2007
hsa-miR-324-5p,CHMP4C,ENST00000297265.4,charged multivesicular body protein 4C,398,1,0,0,1,0,-0.17,-0.17,N/A,2011
hsa-miR-324-5p,PTPRD,ENST00000381196.4,"protein tyrosine phosphatase, receptor type, D",101,2,1,0,1,0,-0.17,-0.37,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,MMP19,ENST00000409200.3,matrix metallopeptidase 19,135,1,0,0,1,0,-0.17,-0.17,N/A,0
hsa-miR-324-5p,CBX6,ENST00000407418.3,chromobox homolog 6,215,2,1,0,1,2,-0.17,-0.33,N/A,0
hsa-miR-324-5p,WNT2B,ENST00000369686.5,"wingless-type MMTV integration site family, member 2B",5,3,0,2,1,1,-0.17,-0.17,N/A,0
hsa-miR-324-5p,ROCK1,ENST00000399799.2,"Rho-associated, coiled-coil containing protein kinase 1",7,1,0,1,0,0,-0.16,-0.16,N/A,0
hsa-miR-324-5p,EYA4,ENST00000367895.5,eyes absent homolog 4 (Drosophila),242,1,0,0,1,0,-0.16,-0.17,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,UBE2F,ENST00000272930.4,ubiquitin-conjugating enzyme E2F (putative),905,1,0,0,1,0,-0.16,-0.19,N/A,2007
hsa-miR-324-5p,TBC1D16,ENST00000310924.2,"TBC1 domain family, member 16",556,3,0,2,1,0,-0.15,-0.18,N/A,0
hsa-miR-324-5p,CHD1,ENST00000284049.3,chromodomain helicase DNA binding protein 1,35,2,0,1,1,0,-0.15,-0.39,N/A,0
hsa-miR-324-5p,SUPT6H,ENST00000314616.6,suppressor of Ty 6 homolog (S. cerevisiae),405,1,0,1,0,0,-0.15,-0.26,N/A,2011
hsa-miR-324-5p,CDK16,ENST00000457458.2,cyclin-dependent kinase 16,2095,1,0,1,0,0,-0.15,-0.15,N/A,2007
hsa-miR-324-5p,NCAN,ENST00000252575.6,neurocan,5,1,1,0,0,0,-0.14,-0.14,N/A,0
hsa-miR-324-5p,GDF6,ENST00000287020.5,growth differentiation factor 6,14,1,0,0,1,0,-0.14,-0.14,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,FBXL2,ENST00000484457.1,F-box and leucine-rich repeat protein 2,12,1,0,0,1,0,-0.14,-0.14,N/A,2011
hsa-miR-324-5p,TET3,ENST00000409262.3,tet methylcytosine dioxygenase 3,1437,1,0,1,0,0,-0.14,-0.14,N/A,"2009, 2011
"
hsa-miR-324-5p,ZNF532,ENST00000336078.4,zinc finger protein 532,5,1,1,0,0,0,-0.14,-0.14,N/A,"2009, 2011
"
hsa-miR-324-5p,MAP3K9,ENST00000554752.2,mitogen-activated protein kinase kinase kinase 9,44,1,0,1,0,0,-0.13,-0.16,N/A,0
hsa-miR-324-5p,AMER1,ENST00000330258.3,APC membrane recruitment protein 1,11,1,0,1,0,1,-0.13,-0.13,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,PPAP2B,ENST00000371250.3,phosphatidic acid phosphatase type 2B,81,2,0,1,1,1,-0.13,-0.27,N/A,0
hsa-miR-324-5p,CCM2L,ENST00000262659.8,cerebral cavernous malformation 2-like,7,1,0,1,0,0,-0.12,-0.12,N/A,"2009, 2011
"
hsa-miR-324-5p,C20orf194,ENST00000453730.2,chromosome 20 open reading frame 194,1083,2,0,2,0,0,-0.12,-0.12,N/A,0
hsa-miR-324-5p,SETBP1,ENST00000282030.5,SET binding protein 1,77,2,1,0,1,0,-0.12,-0.14,N/A,2011
hsa-miR-324-5p,MEX3C,ENST00000592416.1,mex-3 RNA binding family member C,5,1,0,1,0,0,-0.12,-0.12,N/A,0
hsa-miR-324-5p,AC011484.1,ENST00000377652.3,"Uncharacterized protein; cDNA FLJ42076 fis, clone SYNOV2018921",5,1,0,1,0,0,-0.12,-0.12,N/A,0
hsa-miR-324-5p,ISM2,ENST00000493585.1,isthmin 2,7,1,0,1,0,0,-0.11,-0.11,N/A,0
hsa-miR-324-5p,SRGAP1,ENST00000355086.3,SLIT-ROBO Rho GTPase activating protein 1,64,1,0,1,0,1,-0.11,-0.18,N/A,0
hsa-miR-324-5p,SAMD8,ENST00000372687.4,sterile alpha motif domain containing 8,100,1,1,0,0,2,-0.11,-0.23,N/A,2011
hsa-miR-324-5p,CDC42BPA,ENST00000366767.3,CDC42 binding protein kinase alpha (DMPK-like),122,1,0,0,1,1,-0.11,-0.12,N/A,2011
hsa-miR-324-5p,CCNT1,ENST00000261900.3,cyclin T1,86,1,0,1,0,1,-0.1,-0.12,N/A,0
hsa-miR-324-5p,PARVB,ENST00000338758.7,"parvin, beta",444,2,1,1,0,0,-0.09,-0.33,N/A,0
hsa-miR-324-5p,RBM38,ENST00000440234.2,RNA binding motif protein 38,18,1,0,0,1,0,-0.09,-0.12,N/A,0
